Timestamp,Username,Please select your ASURITE ID,Please enter your Github username (NOT your email address),Email address for us to invite you to the Taiga scrumboard,In what time zone do you live or will you be during the session? Please use UTC so we can match it easier.,"Please choose times that are good for your team to meet. Times are in the Phoenix, AZ time zone! [0:00 AM - 3:00 AM]","Please choose times that are good for your team to meet. Times are in the Phoenix, AZ time zone! [3:00 AM - 6:00 AM]","Please choose times that are good for your team to meet. Times are in the Phoenix, AZ time zone! [6:00 AM - 9:00 AM]","Please choose times that are good for your team to meet. Times are in the Phoenix, AZ time zone! [9:00 AM - 12:00 PM]","Please choose times that are good for your team to meet. Times are in the Phoenix, AZ time zone! [12:00 PM - 3:00 PM]","Please choose times that are good for your team to meet. Times are in the Phoenix, AZ time zone! [3:00 PM - 6:00 PM]","Please choose times that are good for your team to meet. Times are in the Phoenix, AZ time zone! [6:00 PM - 9:00 PM]","Please choose times that are good for your team to meet. Times are in the Phoenix, AZ time zone! [9:00 PM - 12:00 PM]",Preferred team member 1,Preferred team member 2,Preferred team member 3,Preferred team member 4,Non-preferred student 1,Non-preferred student 2,Non-preferred student 3
2022/03/14 9:41:48 PM MDT,asurite73@asu.edu,asurite73,A_73,A73@gmail.com,UTC -7,Monday;Tuesday;Wednesday;Thursday;Friday,Monday;Tuesday;Wednesday;Thursday;Friday,,,Monday;Tuesday;Wednesday;Thursday;Friday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Monday;Tuesday;Wednesday;Thursday;Friday,Monday;Tuesday;Wednesday;Thursday;Friday,asurite85,asurite101,asurite71,asurite39,asurite8,,
2022/03/14 10:19:03 PM MDT,asurite74@asu.edu,asurite74,A_74,A74@gmail.com,UTC -8,Sunday;Saturday,Sunday;Saturday,Sunday;Saturday,Sunday;Saturday,Sunday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,asurite21,,,,,,
2022/03/14 11:29:43 PM MDT,asurite75@asu.edu,asurite75,A_75,A75@gmail.com,UTC -7,,,,,,Monday;Tuesday;Wednesday;Thursday;Friday,Monday;Tuesday;Wednesday;Thursday;Friday,Monday;Tuesday;Wednesday;Thursday;Friday,asurite102,asurite101,asurite39,asurite19,asurite87,asurite89,
2022/03/15 12:18:02 AM MDT,asurite76@asu.edu,asurite76,A_76,A76@gmail.com,UTC -8,,,Sunday;Wednesday;Saturday,Sunday;Wednesday;Saturday,Sunday;Wednesday;Saturday,Sunday;Wednesday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Wednesday;Saturday,,,,,,,
2022/03/15 12:31:39 AM MDT,asurite77@asu.edu,asurite77,A_77,A77@gmail.com,UTC -7,,,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Saturday,Sunday;Saturday,Sunday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,asurite83,asurite120,,,,,
2022/03/15 8:55:26 AM MDT,asurite78@asu.edu,asurite78,A_78,A78@gmail.com,UTC -4,,,,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,asurite115,,,,asurite93,,
2022/03/15 9:41:25 AM MDT,asurite79@asu.edu,asurite79,A_79,A79@gmail.com,UTC -8,,,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,asurite89,asurite8,asurite66,asurite70,,,
2022/03/15 9:41:33 AM MDT,asurite80@asu.edu,asurite80,A_80,A80@gmail.com,UTC -6,,,Tuesday;Wednesday,Monday;Tuesday;Wednesday;Thursday,Monday;Tuesday;Wednesday;Thursday,Sunday;Tuesday;Wednesday;Saturday,Sunday;Saturday,,,,,,,,
2022/03/15 9:42:35 AM MDT,asurite81@asu.edu,asurite81,A_81,A81@gmail.com,UTC -4,,,Sunday,Sunday;Saturday,Sunday;Saturday,Sunday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Monday;Tuesday;Wednesday;Thursday;Friday,,,,,,,
2022/03/15 9:57:46 AM MDT,asurite82@asu.edu,asurite82,A_82,A82@gmail.com,UTC -7,,,,Sunday;Monday;Wednesday;Thursday;Saturday,Sunday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,asurite56,asurite116,asurite69,asurite127,asurite8,asurite110,asurite129
2022/03/15 11:06:54 AM MDT,asurite83@asu.edu,asurite83,A_83,A83@gmail.com,UTC -5,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,asurite77,,,,,,
2022/03/15 11:10:34 AM MDT,asurite84@asu.edu,asurite84,A_84,A84@gmail.com,UTC -7,,,,Monday;Tuesday;Wednesday;Thursday;Friday,,Monday;Tuesday;Wednesday;Thursday;Friday,,,,,,,,,
2022/03/15 12:13:40 PM MDT,asurite85@asu.edu,asurite85,A_85,A85@gmail.com,UTC -8,,,,,Saturday,Monday;Tuesday;Wednesday;Thursday,Sunday,,asurite31,asurite73,asurite39,,,,
2022/03/15 12:41:31 PM MDT,asurite86@asu.edu,asurite86,A_86,A86@gmail.com,UTC -7,,,,,,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,,,,,,
2022/03/15 1:07:31 PM MDT,asurite87@asu.edu,asurite87,A_87,A87@gmail.com,UTC -7,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Thursday,Sunday;Thursday,Sunday;Thursday,,,,,,,
2022/03/15 1:39:31 PM MDT,asurite88@asu.edu,asurite88,A_88,A88@gmail.com,UTC -6,,,,Sunday;Saturday,Sunday;Saturday,Sunday;Tuesday;Thursday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,asurite21,asurite5,asurite128,,,,
2022/03/15 1:49:31 PM MDT,asurite89@asu.edu,asurite89,A_89,A89@gmail.com,UTC -7,,,Sunday;Saturday,Sunday;Saturday,Sunday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,asurite79,asurite8,asurite66,asurite70,,,
2022/03/15 1:56:29 PM MDT,asurite90@asu.edu,asurite90,A_90,A90@gmail.com,UTC -7,,,,Wednesday,Sunday;Wednesday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,,,,,,,,
2022/03/15 2:09:29 PM MDT,asurite91@asu.edu,asurite91,A_91,A91@gmail.com,UTC -6,,,,Sunday;Monday;Wednesday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,asurite22,,,,,,
2022/03/15 2:13:21 PM MDT,asurite92@asu.edu,asurite92,A_92,A92@gmail.com,UTC -7,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Saturday,Sunday;Saturday,Sunday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Saturday,Sunday;Saturday,Sunday;Saturday,asurite17,asurite8,asurite21,asurite127,,,
2022/03/15 2:31:24 PM MDT,asurite93@asu.edu,asurite93,A_93,A93@gmail.com,UTC -7,Tuesday,,,,,Sunday;Monday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,asurite3,asurite78,,,,,
2022/03/15 2:40:29 PM MDT,asurite94@asu.edu,asurite94,A_94,A94@gmail.com,UTC -4,,Wednesday;Thursday;Saturday,Wednesday;Thursday;Saturday,Wednesday;Thursday;Saturday,Wednesday;Thursday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,asurite42,,,,,,
2022/03/15 2:48:10 PM MDT,asurite95@asu.edu,asurite95,A_95,A95@gmail.com,UTC -7,,,,Monday;Tuesday;Wednesday;Thursday;Friday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Monday;Tuesday;Wednesday;Thursday;Friday,,Monday;Tuesday;Wednesday;Thursday;Friday,,,,,,,
2022/03/15 3:01:53 PM MDT,asurite96@asu.edu,asurite96,A_96,A96@gmail.com,UTC -5,,,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,asurite14,asurite8,asurite21,asurite5,asurite115,asurite59,asurite133
2022/03/15 4:05:01 PM MDT,asurite97@asu.edu,asurite97,A_97,A97@gmail.com,UTC -7,,,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,asurite4,asurite102,asurite20,asurite57,,,
2022/03/15 4:57:32 PM MDT,asurite98@asu.edu,asurite98,A_98,A98@gmail.com,UTC -6,,,,,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,asurite62,,,,,,
2022/03/15 5:16:18 PM MDT,asurite99@asu.edu,asurite99,A_99,A99@gmail.com,UTC -7,,,,Sunday;Saturday,Sunday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Saturday,,,,,,,
2022/03/15 5:22:10 PM MDT,asurite100@asu.edu,asurite100,A_100,A100@gmail.com,UTC +2,,,,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,,,,,,
2022/03/15 5:23:46 PM MDT,asurite101@asu.edu,asurite101,A_101,A101@gmail.com,UTC -4,,,,,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,asurite73,asurite34,,,,,
2022/03/15 5:37:20 PM MDT,asurite102@asu.edu,asurite102,A_102,A102@gmail.com,UTC -8,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,asurite20,asurite34,asurite18,asurite19,asurite4,asurite66,asurite129
2022/03/15 6:04:48 PM MDT,asurite103@asu.edu,asurite103,A_103,A103@gmail.com,UTC -7,,,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,,,,,,,
2022/03/15 6:28:07 PM MDT,asurite104@asu.edu,asurite104,A_104,A104@gmail.com,UTC -5,,,,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday,Sunday;Monday;Tuesday;Wednesday;Thursday,Sunday;Monday;Tuesday;Wednesday;Thursday,Sunday;Monday;Tuesday;Wednesday;Thursday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,asurite105,,,,,,
2022/03/15 6:29:46 PM MDT,asurite105@asu.edu,asurite105,A_105,A105@gmail.com,UTC -7,,,,,,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,,asurite94,asurite42,asurite123,,,,
2022/03/15 7:01:51 PM MDT,asurite106@asu.edu,asurite106,A_106,A106@gmail.com,UTC -7,,,,,Sunday,Sunday,Monday;Tuesday;Wednesday;Thursday;Friday,,,,,,asurite37,,
2022/03/15 7:07:48 PM MDT,asurite107@asu.edu,asurite107,A_107,A107@gmail.com,UTC -6,,,Saturday,Sunday;Saturday,Sunday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,,asurite71,,,,,,
2022/03/15 7:36:03 PM MDT,asurite108@asu.edu,asurite108,A_108,A108@gmail.com,UTC -5,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,,,,,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,,,,,,
2022/03/15 7:55:03 PM MDT,asurite109@asu.edu,asurite109,A_109,A109@gmail.com,UTC -7,,,,Saturday,Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday,,,,,,,,
2022/03/15 8:04:09 PM MDT,asurite110@asu.edu,asurite110,A_110,A110@gmail.com,UTC -5,,,Tuesday;Wednesday;Thursday;Friday,Tuesday;Wednesday;Friday,Tuesday;Thursday;Friday,,,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,,,,,,
2022/03/15 8:10:23 PM MDT,asurite111@asu.edu,asurite111,A_111,A111@gmail.com,UTC -4,,,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,,,,,,,,,,,
2022/03/15 8:24:27 PM MDT,asurite112@asu.edu,asurite112,A_112,A112@gmail.com,UTC -7,,,,Friday,Saturday,Sunday;Saturday,Sunday;Friday;Saturday,Sunday;Friday;Saturday,asurite21,asurite23,,,,,
2022/03/15 8:30:36 PM MDT,asurite113@asu.edu,asurite113,A_113,A113@gmail.com,UTC -5,,,,,,,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,,,,,,
2022/03/15 8:32:35 PM MDT,asurite114@asu.edu,asurite114,A_114,A114@gmail.com,UTC -7,Monday;Tuesday;Wednesday;Thursday,Monday;Tuesday;Wednesday;Thursday,Monday;Tuesday;Wednesday;Thursday,Tuesday;Thursday,Tuesday;Thursday,Monday;Wednesday,Monday;Tuesday;Wednesday;Thursday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,,,,,,
2022/03/15 8:48:35 PM MDT,asurite115@asu.edu,asurite115,A_115,A115@gmail.com,UTC -7,,,,,Monday;Tuesday;Wednesday;Thursday,Monday;Tuesday;Wednesday;Thursday,Monday;Tuesday;Wednesday;Thursday,Monday;Tuesday;Wednesday;Thursday,asurite96,asurite78,,,,,
2022/03/15 9:33:44 PM MDT,asurite116@asu.edu,asurite116,A_116,A116@gmail.com,UTC -7,,,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Saturday,Sunday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,,,,,,
2022/03/15 10:07:10 PM MDT,asurite117@asu.edu,asurite117,A_117,A117@gmail.com,UTC -7,,,,,Sunday;Saturday,Sunday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,,,,,,
2022/03/15 10:18:20 PM MDT,asurite118@asu.edu,asurite118,A_118,A118@gmail.com,UTC -7,,,,,,,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,,,,,,
2022/03/15 10:37:09 PM MDT,asurite119@asu.edu,asurite119,A_119,A119@gmail.com,UTC -7,,,,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Saturday,asurite105,,,,asurite44,,
2022/03/15 11:03:51 PM MDT,asurite120@asu.edu,asurite120,A_120,A120@gmail.com,UTC +7,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,asurite21,asurite134,asurite106,asurite111,,,
2022/03/15 11:10:35 PM MDT,asurite121@asu.edu,asurite121,A_121,A121@gmail.com,UTC -7,,,Sunday;Saturday,Sunday;Saturday,Sunday;Saturday,Sunday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Monday;Tuesday;Wednesday;Thursday;Friday,asurite85,asurite71,asurite20,asurite101,,,
2022/03/15 11:29:02 PM MDT,asurite122@asu.edu,asurite122,A_122,A122@gmail.com,UTC -7,,,Sunday;Saturday,Sunday;Saturday,Sunday;Saturday,Sunday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,asurite44,,,,,,
2022/03/15 11:43:35 PM MDT,asurite123@asu.edu,asurite123,A_123,A123@gmail.com,UTC -7,,,,,,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,asurite94,asurite42,,,,,
2022/03/15 11:44:17 PM MDT,asurite124@asu.edu,asurite124,A_124,A124@gmail.com,UTC -5,,,Sunday;Monday;Tuesday;Wednesday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Friday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday,,,,,,,,
2022/03/15 11:52:04 PM MDT,asurite125@asu.edu,asurite125,A_125,A125@gmail.com,UTC -6,,,,,Monday;Tuesday;Wednesday;Thursday;Friday,Monday;Tuesday;Wednesday;Thursday;Friday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Monday;Tuesday;Wednesday;Thursday;Friday,,,,,,,
2022/03/16 12:15:55 AM MDT,asurite126@asu.edu,asurite126,A_126,A126@gmail.com,UTC -5,,,,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,,asurite69,asurite65,asurite39,,asurite135,,
2022/03/16 12:27:16 AM MDT,asurite127@asu.edu,asurite127,A_127,A127@gmail.com,UTC -7,,,,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday,,,,,,,,asurite8,asurite88,
2022/03/16 6:32:21 AM MDT,asurite128@asu.edu,asurite128,A_128,A128@gmail.com,UTC -5,,,,,Sunday;Saturday,Sunday;Saturday,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,asurite88,asurite5,asurite100,asurite21,,,
